loan_amnt,int_rate,grade,emp_length,annual_inc,loan_status,purpose
5000.0,10.78,B,10+ years,75000.0,Fully Paid,debt_consolidation
6000.0,10.78,B,< 1 year,57000.0,Fully Paid,debt_consolidation
10050.0,17.27,D,10+ years,34000.0,Current,credit_card
6000.0,5.32,A,10+ years,43000.0,Fully Paid,debt_consolidation
28000.0,20.5,E,10+ years,84000.0,Charged Off,debt_consolidation
15000.0,5.32,A,3 years,81000.0,Fully Paid,credit_card
10500.0,8.49,B,10+ years,168400.0,Fully Paid,other
10000.0,13.44,C,3 years,34000.0,Fully Paid,debt_consolidation
3600.0,7.49,A,< 1 year,62000.0,Fully Paid,debt_consolidation
10000.0,11.48,B,10+ years,72000.0,Fully Paid,other
30000.0,8.49,B,10+ years,115000.0,Fully Paid,credit_card
8000.0,11.99,C,2 years,35000.0,Fully Paid,debt_consolidation
15000.0,16.59,D,1 year,55000.0,Charged Off,debt_consolidation
21600.0,8.49,B,2 years,60000.0,Fully Paid,debt_consolidation
12000.0,9.17,B,10+ years,105000.0,Fully Paid,credit_card
28000.0,7.91,A,8 years,102000.0,Fully Paid,credit_card
6400.0,11.48,B,10+ years,33000.0,Fully Paid,credit_card
15000.0,9.17,B,10+ years,48000.0,Fully Paid,car
13000.0,7.91,A,2 years,70000.0,Fully Paid,credit_card
10000.0,13.44,C,3 years,80000.0,Fully Paid,credit_card
24800.0,7.91,A,10+ years,95000.0,Fully Paid,debt_consolidation
12000.0,10.78,B,10+ years,56000.0,Charged Off,other
10800.0,8.49,B,9 years,96000.0,Late (31-120 days),car
15000.0,11.99,C,1 year,65000.0,Fully Paid,debt_consolidation
24000.0,5.32,A,3 years,120000.0,Fully Paid,credit_card
2000.0,13.44,C,10+ years,75600.0,Fully Paid,debt_consolidation
22600.0,15.77,D,3 years,53867.0,Fully Paid,debt_consolidation
13500.0,23.13,F,10+ years,50000.0,Charged Off,debt_consolidation
6000.0,10.78,B,10+ years,66000.0,Charged Off,car
20000.0,9.8,B,10+ years,84000.0,Current,credit_card
5000.0,6.49,A,10+ years,55000.0,Fully Paid,debt_consolidation
20000.0,7.49,A,10+ years,100000.0,Fully Paid,credit_card
12000.0,9.8,B,10+ years,103000.0,Fully Paid,debt_consolidation
32000.0,11.48,B,10+ years,107000.0,Fully Paid,credit_card
15200.0,13.99,C,10+ years,69998.0,Charged Off,debt_consolidation
12500.0,11.99,C,< 1 year,60000.0,Fully Paid,debt_consolidation
21000.0,10.78,B,4 years,81000.0,Fully Paid,debt_consolidation
16000.0,8.49,B,3 years,35000.0,Fully Paid,credit_card
24650.0,11.48,B,10+ years,100000.0,Fully Paid,debt_consolidation
11000.0,7.91,A,3 years,77000.0,Fully Paid,debt_consolidation
22400.0,14.85,C,10+ years,70000.0,Fully Paid,credit_card
15125.0,18.49,D,10+ years,61000.0,Charged Off,debt_consolidation
8725.0,11.99,C,10+ years,60000.0,Late (31-120 days),debt_consolidation
8000.0,7.91,A,10+ years,63800.0,Fully Paid,debt_consolidation
8000.0,9.17,B,2 years,52000.0,Fully Paid,major_purchase
11000.0,14.85,C,2 years,42240.0,Fully Paid,home_improvement
11725.0,18.99,E,5 years,82000.0,Current,debt_consolidation
28500.0,18.99,E,< 1 year,70000.0,Fully Paid,debt_consolidation
25000.0,6.49,A,5 years,120000.0,Fully Paid,credit_card
7000.0,9.17,B,5 years,70000.0,Fully Paid,moving
12000.0,9.8,B,< 1 year,100000.0,Fully Paid,debt_consolidation
20000.0,8.49,B,10+ years,40000.0,Current,credit_card
5875.0,15.77,D,10+ years,56000.0,Fully Paid,debt_consolidation
18000.0,18.49,D,10+ years,145000.0,Fully Paid,debt_consolidation
28000.0,7.91,A,1 year,160000.0,Fully Paid,home_improvement
35000.0,9.8,B,10+ years,205000.0,Fully Paid,moving
31800.0,16.59,D,< 1 year,65000.0,Fully Paid,debt_consolidation
25000.0,17.97,D,10+ years,105000.0,Fully Paid,debt_consolidation
16000.0,17.27,D,6 years,54000.0,Fully Paid,debt_consolidation
25000.0,10.78,B,10+ years,82000.0,Current,credit_card
35000.0,16.59,D,5 years,139000.0,Fully Paid,credit_card
18000.0,7.91,A,1 year,60000.0,Charged Off,credit_card
10000.0,7.49,A,< 1 year,55500.0,Fully Paid,debt_consolidation
8000.0,14.85,C,2 years,53040.0,Fully Paid,credit_card
12000.0,13.44,C,10+ years,75000.0,Current,debt_consolidation
15000.0,5.32,A,,75000.0,Fully Paid,debt_consolidation
20000.0,11.99,C,4 years,155000.0,Fully Paid,house
14000.0,19.89,E,10+ years,80000.0,Fully Paid,small_business
20500.0,8.49,B,,77700.0,Fully Paid,debt_consolidation
4700.0,13.99,C,4 years,88000.0,Fully Paid,debt_consolidation
28000.0,9.17,B,4 years,76008.0,Fully Paid,debt_consolidation
12000.0,7.91,A,10+ years,71000.0,Fully Paid,debt_consolidation
7200.0,7.91,A,< 1 year,42500.0,Fully Paid,credit_card
11000.0,7.49,A,,33000.0,Fully Paid,debt_consolidation
11000.0,13.99,C,5 years,52000.0,Charged Off,debt_consolidation
3500.0,9.8,B,1 year,45000.0,Fully Paid,car
23850.0,13.44,C,3 years,111000.0,Fully Paid,major_purchase
3600.0,15.77,D,3 years,70000.0,Fully Paid,other
15000.0,7.91,A,2 years,54000.0,Current,debt_consolidation
16500.0,11.99,C,10+ years,76000.0,Fully Paid,credit_card
8275.0,10.78,B,,55000.0,Fully Paid,credit_card
35000.0,17.27,D,< 1 year,80000.0,Fully Paid,home_improvement
20000.0,5.32,A,< 1 year,106000.0,Fully Paid,debt_consolidation
22800.0,5.32,A,6 years,76000.0,Fully Paid,debt_consolidation
10000.0,8.49,B,4 years,35000.0,Fully Paid,credit_card
19000.0,10.78,B,10+ years,155000.0,Fully Paid,debt_consolidation
18000.0,8.49,B,5 years,92000.0,Current,debt_consolidation
6000.0,16.59,D,2 years,40000.0,Charged Off,debt_consolidation
35000.0,16.59,D,10+ years,105000.0,Fully Paid,credit_card
6000.0,13.99,C,10+ years,210000.0,Fully Paid,debt_consolidation
16000.0,13.99,C,< 1 year,52000.0,Charged Off,debt_consolidation
5000.0,16.59,D,,19000.0,Fully Paid,debt_consolidation
3000.0,18.49,D,1 year,54000.0,Charged Off,house
20000.0,14.85,C,10+ years,120000.0,Charged Off,other
24000.0,23.13,F,6 years,43435.0,Fully Paid,debt_consolidation
20000.0,7.49,A,10+ years,106000.0,Fully Paid,debt_consolidation
8000.0,9.17,B,< 1 year,65000.0,Fully Paid,major_purchase
5000.0,12.88,C,< 1 year,47000.0,Fully Paid,debt_consolidation
20000.0,5.32,A,10+ years,135000.0,Fully Paid,debt_consolidation
5000.0,13.44,C,6 years,110000.0,Fully Paid,debt_consolidation
30425.0,19.89,E,9 years,69201.0,Current,credit_card
12000.0,10.78,B,5 years,29500.0,Fully Paid,debt_consolidation
19675.0,21.48,E,< 1 year,86000.0,Fully Paid,debt_consolidation
24000.0,9.8,B,3 years,125000.0,Charged Off,home_improvement
12000.0,10.78,B,2 years,85000.0,Fully Paid,debt_consolidation
12000.0,5.32,A,4 years,45000.0,Fully Paid,debt_consolidation
28000.0,7.91,A,2 years,112000.0,Fully Paid,credit_card
14000.0,10.78,B,7 years,105000.0,Fully Paid,credit_card
9975.0,23.13,F,9 years,31200.0,Fully Paid,other
10000.0,5.32,A,8 years,72000.0,Fully Paid,debt_consolidation
3600.0,13.99,C,5 years,34000.0,Fully Paid,credit_card
27850.0,24.24,F,10+ years,55702.0,Fully Paid,debt_consolidation
14000.0,9.8,B,4 years,175000.0,Fully Paid,credit_card
12475.0,5.32,A,2 years,26000.0,Fully Paid,credit_card
24000.0,13.44,C,1 year,96000.0,Fully Paid,credit_card
22400.0,14.85,C,3 years,96000.0,Fully Paid,debt_consolidation
26000.0,6.49,A,6 years,124400.0,Fully Paid,credit_card
25000.0,13.44,C,,50000.0,Fully Paid,home_improvement
14000.0,9.8,B,10+ years,130000.0,Fully Paid,credit_card
10000.0,6.49,A,8 years,52600.0,Fully Paid,debt_consolidation
18300.0,16.59,D,10+ years,118000.0,Current,debt_consolidation
11550.0,18.99,E,,28948.92,Fully Paid,credit_card
14000.0,6.99,A,6 years,100200.0,Fully Paid,credit_card
9000.0,7.91,A,10+ years,90000.0,Fully Paid,credit_card
8000.0,10.78,B,3 years,38000.0,Fully Paid,debt_consolidation
11000.0,7.91,A,2 years,60000.0,Fully Paid,other
11200.0,5.32,A,2 years,82500.0,Fully Paid,credit_card
21000.0,13.44,C,2 years,75000.0,Charged Off,debt_consolidation
35000.0,11.99,C,10+ years,130000.0,Fully Paid,debt_consolidation
20000.0,13.44,C,3 years,64000.0,Fully Paid,credit_card
24000.0,6.49,A,10+ years,105000.0,Fully Paid,debt_consolidation
19800.0,11.99,C,3 years,45000.0,Fully Paid,debt_consolidation
30000.0,12.88,C,9 years,84000.0,Charged Off,debt_consolidation
28000.0,5.32,A,3 years,205200.0,Fully Paid,credit_card
13475.0,16.59,D,6 years,62000.0,Current,debt_consolidation
27300.0,17.97,D,4 years,65000.0,Fully Paid,debt_consolidation
10000.0,13.99,C,9 years,62000.0,Current,credit_card
24000.0,12.88,C,10+ years,73000.0,Charged Off,credit_card
1450.0,9.17,B,2 years,35000.0,Fully Paid,home_improvement
4000.0,9.8,B,2 years,47500.0,Fully Paid,debt_consolidation
1000.0,11.48,B,10+ years,86000.0,Fully Paid,major_purchase
24950.0,10.78,B,5 years,65000.0,Fully Paid,major_purchase
25000.0,5.32,A,10+ years,300000.0,Fully Paid,home_improvement
6000.0,7.91,A,10+ years,250000.0,Fully Paid,other
21000.0,9.17,B,< 1 year,110000.0,Charged Off,debt_consolidation
2950.0,11.99,C,,22000.0,Fully Paid,debt_consolidation
33100.0,24.24,F,10+ years,72000.0,Charged Off,debt_consolidation
6000.0,17.27,D,10+ years,120000.0,Fully Paid,debt_consolidation
14400.0,19.89,E,5 years,96200.0,Current,debt_consolidation
10500.0,17.97,D,1 year,28832.0,Charged Off,debt_consolidation
12000.0,11.99,C,5 years,35000.0,Fully Paid,debt_consolidation
20000.0,6.99,A,10+ years,120000.0,Fully Paid,credit_card
10000.0,19.48,E,1 year,150000.0,Fully Paid,other
35000.0,19.48,E,< 1 year,110000.0,Current,debt_consolidation
9525.0,13.99,C,6 years,55000.0,Charged Off,credit_card
20000.0,5.32,A,2 years,187000.0,Fully Paid,debt_consolidation
14450.0,11.48,B,7 years,116300.0,Fully Paid,debt_consolidation
21600.0,6.99,A,3 years,120000.0,Fully Paid,debt_consolidation
12600.0,6.99,A,1 year,73000.0,Fully Paid,credit_card
35000.0,15.77,D,10+ years,120000.0,Current,debt_consolidation
14800.0,15.77,D,7 years,48000.0,Charged Off,debt_consolidation
20000.0,13.44,C,1 year,53000.0,Charged Off,debt_consolidation
9600.0,11.48,B,10+ years,110000.0,Fully Paid,debt_consolidation
11900.0,17.97,D,3 years,34000.0,Fully Paid,home_improvement
20800.0,18.99,E,< 1 year,60000.0,Fully Paid,credit_card
30000.0,10.78,B,10+ years,70000.0,Charged Off,credit_card
12000.0,9.8,B,3 years,31200.0,Fully Paid,credit_card
5000.0,11.48,B,2 years,85000.0,Fully Paid,home_improvement
15000.0,17.97,D,2 years,45500.0,Charged Off,debt_consolidation
18900.0,12.88,C,5 years,45000.0,Fully Paid,debt_consolidation
5000.0,7.91,A,10+ years,67000.0,Fully Paid,debt_consolidation
19850.0,10.78,B,7 years,85005.0,Fully Paid,credit_card
8000.0,13.99,C,2 years,80000.0,Fully Paid,debt_consolidation
20000.0,16.59,D,4 years,100000.0,Fully Paid,debt_consolidation
20000.0,13.99,C,10+ years,60000.0,Charged Off,debt_consolidation
18000.0,19.89,E,7 years,50000.0,Current,debt_consolidation
28000.0,22.45,F,8 years,93000.0,Fully Paid,debt_consolidation
12000.0,13.99,C,3 years,50000.0,Fully Paid,debt_consolidation
15000.0,9.8,B,4 years,52500.0,Fully Paid,debt_consolidation
30000.0,7.49,A,3 years,130000.0,Fully Paid,credit_card
17000.0,5.32,A,5 years,98000.0,Fully Paid,credit_card
12000.0,11.99,C,10+ years,67894.0,Current,debt_consolidation
15750.0,16.59,D,8 years,50000.0,Fully Paid,debt_consolidation
5000.0,10.78,B,10+ years,55000.0,Fully Paid,major_purchase
24000.0,13.99,C,10+ years,115000.0,Fully Paid,debt_consolidation
15000.0,9.17,B,10+ years,45000.0,Fully Paid,debt_consolidation
30000.0,13.44,C,10+ years,70000.0,Fully Paid,home_improvement
4200.0,7.49,A,10+ years,90000.0,Fully Paid,credit_card
24000.0,8.49,B,3 years,93000.0,Current,debt_consolidation
6025.0,11.99,C,7 years,25000.0,Fully Paid,debt_consolidation
12250.0,9.17,B,< 1 year,110000.0,Current,car
14850.0,18.49,D,10+ years,45000.0,Charged Off,debt_consolidation
10000.0,6.49,A,10+ years,106000.0,Fully Paid,credit_card
20000.0,19.89,E,5 years,170000.0,Current,debt_consolidation
10000.0,11.48,B,2 years,105000.0,Charged Off,small_business
35000.0,12.88,C,1 year,240000.0,Fully Paid,credit_card
15000.0,12.88,C,< 1 year,89000.0,Charged Off,debt_consolidation
5000.0,11.99,C,8 years,60000.0,Fully Paid,moving
11000.0,13.99,C,3 years,65000.0,Fully Paid,debt_consolidation
5500.0,15.77,D,2 years,101000.0,Fully Paid,vacation
2500.0,11.99,C,< 1 year,50400.0,Fully Paid,home_improvement
21150.0,15.77,D,5 years,52000.0,Fully Paid,debt_consolidation
20000.0,11.48,B,1 year,185000.0,Fully Paid,debt_consolidation
5875.0,11.48,B,3 years,25200.0,Fully Paid,debt_consolidation
24000.0,7.49,A,10+ years,107000.0,Fully Paid,car
12000.0,9.8,B,1 year,46000.0,Charged Off,debt_consolidation
19200.0,18.99,E,10+ years,113000.0,Charged Off,debt_consolidation
8000.0,13.99,C,,50000.0,Fully Paid,debt_consolidation
35000.0,19.89,E,< 1 year,76000.0,Current,debt_consolidation
28000.0,15.77,D,8 years,105000.0,Fully Paid,debt_consolidation
13500.0,10.78,B,10+ years,77000.0,Charged Off,credit_card
27825.0,14.85,C,10+ years,73000.0,Current,credit_card
11000.0,8.49,B,10+ years,125000.0,Fully Paid,debt_consolidation
15000.0,10.78,B,3 years,46000.0,Fully Paid,debt_consolidation
20000.0,9.8,B,3 years,95000.0,Fully Paid,debt_consolidation
28000.0,14.85,C,10+ years,110000.0,Late (31-120 days),debt_consolidation
35000.0,9.8,B,10+ years,173000.0,Fully Paid,credit_card
24000.0,15.77,D,< 1 year,72219.0,Current,debt_consolidation
10000.0,22.45,F,,28600.0,Current,major_purchase
35000.0,11.48,B,2 years,80000.0,Current,debt_consolidation
25000.0,19.89,E,1 year,80000.0,Current,debt_consolidation
10000.0,11.48,B,10+ years,55000.0,Fully Paid,credit_card
9000.0,9.17,B,2 years,105000.0,Fully Paid,debt_consolidation
25000.0,18.49,D,10+ years,100000.0,Current,debt_consolidation
8400.0,16.59,D,3 years,51000.0,Charged Off,other
20000.0,12.88,C,10+ years,65000.0,Fully Paid,debt_consolidation
22500.0,7.91,A,10+ years,93000.0,Fully Paid,debt_consolidation
20000.0,11.99,C,10+ years,43000.0,Current,debt_consolidation
20000.0,18.49,D,8 years,137000.0,Fully Paid,debt_consolidation
21000.0,11.99,C,5 years,63000.0,Fully Paid,debt_consolidation
18700.0,13.99,C,< 1 year,55000.0,Fully Paid,debt_consolidation
35000.0,11.99,C,2 years,175000.0,Fully Paid,debt_consolidation
21000.0,6.99,A,10+ years,85000.0,Fully Paid,debt_consolidation
30000.0,13.44,C,5 years,106000.0,Fully Paid,credit_card
14000.0,16.59,D,,124596.0,Fully Paid,other
30000.0,13.44,C,1 year,60000.0,Current,debt_consolidation
24000.0,5.32,A,2 years,450000.0,Fully Paid,major_purchase
35000.0,10.78,B,10+ years,89000.0,Fully Paid,credit_card
35000.0,18.99,E,5 years,104500.0,Current,debt_consolidation
3225.0,20.5,E,5 years,35000.0,Charged Off,debt_consolidation
28000.0,6.49,A,3 years,108000.0,Fully Paid,credit_card
7200.0,9.17,B,10+ years,60000.0,Fully Paid,debt_consolidation
12000.0,9.8,B,5 years,43000.0,Fully Paid,debt_consolidation
21000.0,17.97,D,< 1 year,134000.0,Current,debt_consolidation
35000.0,19.48,E,10+ years,123000.0,Fully Paid,debt_consolidation
12000.0,5.32,A,< 1 year,118000.0,Fully Paid,debt_consolidation
18000.0,10.78,B,1 year,38000.0,Current,car
5000.0,7.91,A,7 years,38000.0,Fully Paid,credit_card
25000.0,13.99,C,6 years,85000.0,Fully Paid,debt_consolidation
8750.0,18.99,E,1 year,29524.32,Charged Off,debt_consolidation
6600.0,19.48,E,4 years,240000.0,Fully Paid,debt_consolidation
10000.0,9.17,B,2 years,110000.0,Fully Paid,credit_card
12500.0,10.78,B,10+ years,34000.0,Fully Paid,debt_consolidation
26250.0,13.99,C,10+ years,65000.0,Fully Paid,debt_consolidation
24000.0,12.88,C,10+ years,186000.0,Fully Paid,debt_consolidation
11000.0,11.99,C,7 years,101000.0,Current,debt_consolidation
15000.0,11.48,B,9 years,90000.0,Fully Paid,debt_consolidation
13750.0,16.59,D,10+ years,27500.0,Fully Paid,debt_consolidation
10500.0,9.8,B,10+ years,45000.0,Current,credit_card
35000.0,24.24,F,< 1 year,117000.0,Fully Paid,debt_consolidation
7000.0,12.88,C,10+ years,65000.0,Fully Paid,vacation
5600.0,9.8,B,10+ years,91500.0,Fully Paid,debt_consolidation
21000.0,9.17,B,8 years,150000.0,Fully Paid,debt_consolidation
15000.0,5.32,A,4 years,85000.0,Fully Paid,debt_consolidation
14725.0,14.85,C,5 years,33500.0,Current,debt_consolidation
6400.0,9.17,B,6 years,53000.0,Fully Paid,debt_consolidation
8400.0,9.8,B,10+ years,72701.0,Fully Paid,credit_card
20000.0,15.77,D,6 years,150000.0,Fully Paid,other
15000.0,14.85,C,,37534.44,Fully Paid,debt_consolidation
28000.0,11.99,C,9 years,97666.07,Current,home_improvement
25000.0,9.17,B,8 years,70000.0,Current,credit_card
13600.0,11.48,B,10+ years,61983.0,Fully Paid,debt_consolidation
18000.0,13.99,C,3 years,63000.0,Fully Paid,debt_consolidation
35000.0,18.49,D,10+ years,160000.0,Fully Paid,debt_consolidation
20000.0,8.49,B,10+ years,58000.0,Fully Paid,debt_consolidation
20000.0,5.32,A,10+ years,139000.0,Fully Paid,credit_card
11075.0,26.06,F,10+ years,55000.0,Current,debt_consolidation
11200.0,9.17,B,10+ years,53000.0,Fully Paid,debt_consolidation
25000.0,6.49,A,2 years,62000.0,Fully Paid,credit_card
2500.0,7.91,A,6 years,29000.0,Fully Paid,debt_consolidation
15000.0,11.48,B,7 years,65000.0,Current,debt_consolidation
16000.0,8.49,B,1 year,75000.0,Fully Paid,debt_consolidation
5600.0,13.44,C,10+ years,50000.0,Charged Off,debt_consolidation
10000.0,7.49,A,10+ years,70000.0,Fully Paid,home_improvement
3200.0,9.8,B,,24000.0,Charged Off,credit_card
28000.0,5.32,A,4 years,135000.0,Fully Paid,credit_card
15000.0,10.78,B,10+ years,75000.0,Fully Paid,debt_consolidation
21600.0,6.99,A,1 year,120000.0,Fully Paid,debt_consolidation
15000.0,8.49,B,10+ years,54000.0,Current,debt_consolidation
10000.0,5.32,A,9 years,75000.0,Fully Paid,credit_card
24000.0,19.48,E,10+ years,116500.0,Current,credit_card
5000.0,9.8,B,10+ years,92000.0,Charged Off,credit_card
18200.0,8.49,B,3 years,150000.0,Current,debt_consolidation
12000.0,6.49,A,3 years,73000.0,Fully Paid,credit_card
15175.0,17.27,D,2 years,58000.0,Charged Off,home_improvement
21000.0,9.17,B,< 1 year,80000.0,Fully Paid,debt_consolidation
7000.0,5.32,A,,16968.0,Fully Paid,credit_card
12000.0,7.49,A,3 years,108000.0,Fully Paid,debt_consolidation
3200.0,10.78,B,10+ years,49000.0,Fully Paid,debt_consolidation
7200.0,14.85,C,10+ years,52000.0,Charged Off,credit_card
13200.0,12.88,C,10+ years,45000.0,Fully Paid,debt_consolidation
20000.0,12.88,C,,65000.0,Charged Off,debt_consolidation
18000.0,8.49,B,2 years,120000.0,Charged Off,credit_card
18000.0,16.59,D,6 years,50000.0,Fully Paid,debt_consolidation
7500.0,15.77,D,3 years,75000.0,Fully Paid,debt_consolidation
15000.0,12.88,C,10+ years,118000.0,Fully Paid,credit_card
2400.0,7.49,A,10+ years,50000.0,Fully Paid,credit_card
2000.0,13.44,C,10+ years,119945.0,Fully Paid,debt_consolidation
10000.0,12.88,C,10+ years,100000.0,Fully Paid,credit_card
30000.0,18.49,D,< 1 year,103000.0,Charged Off,debt_consolidation
25000.0,7.91,A,10+ years,105000.0,Fully Paid,other
3500.0,14.85,C,2 years,50000.0,Current,debt_consolidation
11925.0,8.49,B,10+ years,50000.0,Fully Paid,debt_consolidation
3000.0,6.49,A,10+ years,75000.0,Fully Paid,home_improvement
24000.0,14.85,C,10+ years,99000.0,Current,home_improvement
13200.0,9.17,B,1 year,98000.0,Charged Off,credit_card
5000.0,12.88,C,10+ years,48000.0,Fully Paid,debt_consolidation
21000.0,13.99,C,10+ years,225000.0,Current,debt_consolidation
9000.0,9.8,B,10+ years,81000.0,Fully Paid,debt_consolidation
10000.0,9.17,B,3 years,43000.0,Fully Paid,debt_consolidation
12000.0,17.27,D,2 years,49000.0,Current,debt_consolidation
1000.0,11.99,C,10+ years,36522.0,Fully Paid,other
12000.0,13.99,C,10+ years,35000.0,Charged Off,debt_consolidation
35000.0,10.78,B,2 years,103500.0,Current,credit_card
24000.0,5.32,A,10+ years,200000.0,Fully Paid,debt_consolidation
8500.0,9.17,B,1 year,35500.0,Fully Paid,credit_card
3500.0,6.49,A,8 years,56000.0,Fully Paid,debt_consolidation
16100.0,17.27,D,10+ years,50000.0,Fully Paid,debt_consolidation
12000.0,8.49,B,10+ years,185000.0,Current,debt_consolidation
10000.0,19.48,E,< 1 year,117000.0,Fully Paid,small_business
6000.0,8.49,B,4 years,42000.0,Fully Paid,debt_consolidation
5000.0,6.99,A,10+ years,61000.0,Fully Paid,debt_consolidation
18000.0,6.49,A,10+ years,100000.0,Fully Paid,debt_consolidation
1000.0,13.99,C,10+ years,30000.0,Charged Off,other
3850.0,13.44,C,< 1 year,45000.0,Fully Paid,debt_consolidation
2000.0,11.99,C,4 years,35000.0,Fully Paid,debt_consolidation
20000.0,10.78,B,7 years,56000.0,Current,debt_consolidation
10175.0,19.89,E,3 years,63900.0,Fully Paid,credit_card
10000.0,6.99,A,< 1 year,70000.0,Fully Paid,home_improvement
20000.0,9.8,B,5 years,52000.0,Fully Paid,debt_consolidation
35000.0,10.78,B,10+ years,110000.0,Fully Paid,credit_card
20000.0,12.88,C,10+ years,93534.0,Fully Paid,debt_consolidation
14000.0,20.5,E,8 years,45000.0,Current,debt_consolidation
20000.0,6.49,A,2 years,95000.0,Fully Paid,debt_consolidation
12250.0,14.85,C,4 years,26679.38,Charged Off,debt_consolidation
15000.0,5.32,A,8 years,90000.0,Fully Paid,credit_card
10000.0,5.32,A,10+ years,80000.0,Fully Paid,credit_card
3600.0,10.78,B,7 years,39000.0,Fully Paid,credit_card
5000.0,11.99,C,10+ years,68500.0,Fully Paid,home_improvement
